Operacia;PocetPrvkov;TrvanieOperacie
Vymaz;30;44800
Vymaz;29;44500
DajIndex;29;339400
DajIndex;29;351800
Vloz;30;45000
DajData/NastavData;30;13100
DajData/NastavData;30;16600
DajData/NastavData;30;13300
Vymaz;29;13300
DajData/NastavData;29;13100
Vloz;30;44800
Vymaz;29;44200
Vloz;30;44600
DajData/NastavData;30;13300
Vloz;31;44600
DajData/NastavData;31;13200
DajData/NastavData;31;13300
DajIndex;31;362800
DajData/NastavData;31;13100
Vymaz;30;44300
DajData/NastavData;30;13400
DajData/NastavData;30;13000
Vymaz;29;44900
Vloz;30;44800
DajData/NastavData;30;13100
Vymaz;29;44500
DajData/NastavData;29;13100
DajData/NastavData;29;13000
DajData/NastavData;29;13200
DajData/NastavData;29;13100
DajIndex;29;349200
DajData/NastavData;29;13200
DajData/NastavData;29;13300
DajIndex;29;340500
DajData/NastavData;29;13000
DajData/NastavData;29;13100
Vloz;30;45000
Vymaz;29;49100
DajData/NastavData;29;13300
DajData/NastavData;29;13300
Vymaz;28;13300
DajData/NastavData;28;13300
Vymaz;27;13600
DajData/NastavData;27;13300
Vymaz;26;13400
DajIndex;26;303300
DajIndex;26;305700
DajData/NastavData;26;13300
DajIndex;26;305400
DajData/NastavData;26;13200
Vymaz;25;44000
Vymaz;24;13500
DajData/NastavData;24;13000
DajData/NastavData;24;13400
Vloz;25;44600
Vymaz;24;44500
Vymaz;23;44600
Vloz;24;44200
DajIndex;24;289700
DajIndex;24;278900
DajData/NastavData;24;13100
Vymaz;23;13500
DajData/NastavData;23;13300
DajData/NastavData;23;13300
DajIndex;23;267700
DajData/NastavData;23;13500
Vymaz;22;52000
DajIndex;22;257000
DajData/NastavData;22;13400
Vymaz;21;13300
Vymaz;20;13200
Vloz;21;44600
DajData/NastavData;21;13200
DajIndex;21;247200
Vloz;22;9800
DajIndex;22;272400
DajData/NastavData;22;13100
DajData/NastavData;22;13000
DajData/NastavData;22;12900
Vloz;23;44400
DajData/NastavData;23;12900
DajData/NastavData;23;13100
DajData/NastavData;23;13000
DajData/NastavData;23;13000
DajData/NastavData;23;13100
Vymaz;22;44400
Vloz;23;9700
Vloz;24;44400
DajData/NastavData;24;13100
DajIndex;24;284500
DajData/NastavData;24;13200
Vloz;25;44100
DajData/NastavData;25;13300
Vloz;26;44600
Vloz;27;44400
DajIndex;27;315800
DajData/NastavData;27;13400
DajData/NastavData;27;13100
DajData/NastavData;27;13000
Vloz;28;44600
DajData/NastavData;28;13100
Vloz;29;44200
DajData/NastavData;29;13500
Vymaz;28;44600
Vymaz;27;13300
Vymaz;26;13200
DajData/NastavData;26;13100
DajData/NastavData;26;12900
DajData/NastavData;26;12900
Vloz;27;44500
DajIndex;27;313000
DajIndex;27;329500
Vloz;28;44700
Vloz;29;43900
DajData/NastavData;29;13100
Vloz;30;44200
DajData/NastavData;30;13000
Vymaz;29;44200
Vymaz;28;13200
DajData/NastavData;28;13300
DajData/NastavData;28;13000
DajIndex;28;327100
DajData/NastavData;28;13200
DajData/NastavData;28;13100
DajData/NastavData;28;13100
DajIndex;28;341300
DajData/NastavData;28;13200
DajData/NastavData;28;13100
DajData/NastavData;28;13400
DajData/NastavData;28;13200
Vloz;29;44300
Vloz;30;44500
DajIndex;30;356000
Vloz;31;44800
Vloz;32;9600
DajData/NastavData;32;13000
DajData/NastavData;32;13100
Vloz;33;44300
DajIndex;33;383100
Vloz;34;9500
Vloz;35;44100
Vloz;36;9500
DajData/NastavData;36;13000
DajData/NastavData;36;12900
Vymaz;35;44300
DajData/NastavData;35;17500
Vloz;36;47900
DajData/NastavData;36;13400
DajData/NastavData;36;13000
DajData/NastavData;36;13500
DajData/NastavData;36;13100
Vloz;37;44700
DajData/NastavData;37;13100
Vloz;38;44500
Vloz;39;44500
Vymaz;38;44500
DajData/NastavData;38;13200
DajData/NastavData;38;13500
Vloz;39;9700
DajData/NastavData;39;13300
Vloz;40;9300
DajData/NastavData;40;13100
Vymaz;39;44300
DajData/NastavData;39;13200
DajData/NastavData;39;13200
Vymaz;38;47700
Vymaz;37;44100
DajData/NastavData;37;13100
DajData/NastavData;37;13200
DajData/NastavData;37;13200
Vloz;38;44600
DajData/NastavData;38;12900
DajData/NastavData;38;13000
DajData/NastavData;38;13200
DajIndex;38;445300
DajData/NastavData;38;13200
Vymaz;37;13400
Vymaz;36;44000
Vloz;37;63800
DajIndex;37;593000
DajData/NastavData;37;13500
Vymaz;36;44500
DajData/NastavData;36;13400
DajIndex;36;446200
Vloz;37;45700
DajData/NastavData;37;13200
DajData/NastavData;37;13200
Vymaz;36;13500
DajData/NastavData;36;13200
DajData/NastavData;36;13300
DajIndex;36;434100
DajData/NastavData;36;13400
DajData/NastavData;36;13100
DajData/NastavData;36;13000
DajData/NastavData;36;13300
DajData/NastavData;36;13000
DajData/NastavData;36;13200
Vloz;37;44400
DajData/NastavData;37;13100
DajData/NastavData;37;13000
DajData/NastavData;37;13100
Vloz;38;44600
DajData/NastavData;38;13200
DajData/NastavData;38;13200
DajIndex;38;454000
DajData/NastavData;38;13200
DajData/NastavData;38;13200
DajData/NastavData;38;13100
DajData/NastavData;38;13200
Vymaz;37;13600
DajData/NastavData;37;13300
DajData/NastavData;37;13000
Vymaz;36;44600
Vloz;37;44500
DajData/NastavData;37;13300
Vloz;38;44500
Vloz;39;44100
DajData/NastavData;39;13400
Vloz;40;9700
DajData/NastavData;40;13300
Vloz;41;9400
DajData/NastavData;41;13100
DajIndex;41;502200
DajData/NastavData;41;13400
DajData/NastavData;41;13100
Vloz;42;9500
Vloz;43;9400
DajData/NastavData;43;13100
DajData/NastavData;43;13200
DajData/NastavData;43;13100
DajData/NastavData;43;13000
DajIndex;43;576000
DajData/NastavData;43;13200
Vymaz;42;44500
Vymaz;41;13300
DajData/NastavData;41;13300
DajIndex;41;485800
Vloz;42;45300
Vloz;43;9800
DajData/NastavData;43;12900
DajIndex;43;501200
DajData/NastavData;43;13100
DajIndex;43;516700
Vymaz;42;44400
DajData/NastavData;42;13200
Vymaz;41;44000
Vloz;42;9700
DajData/NastavData;42;13200
DajIndex;42;511200
DajData/NastavData;42;13300
Vloz;43;9700
Vloz;44;45000
DajData/NastavData;44;13200
Vymaz;43;44400
DajData/NastavData;43;13400
DajData/NastavData;43;13100
Vloz;44;44600
DajData/NastavData;44;13200
Vloz;45;9600
DajData/NastavData;45;13100
DajData/NastavData;45;13000
DajData/NastavData;45;13200
Vloz;46;44100
DajIndex;46;551900
Vymaz;45;44100
DajIndex;45;530200
Vymaz;44;44500
Vymaz;43;44300
Vymaz;42;44300
DajData/NastavData;42;13300
DajData/NastavData;42;13200
Vloz;43;9500
Vloz;44;44700
DajIndex;44;515600
DajData/NastavData;44;16100
DajData/NastavData;44;13400
Vymaz;43;67700
Vymaz;42;44600
Vloz;43;44800
DajData/NastavData;43;13200
Vloz;44;44600
DajData/NastavData;44;13300
DajData/NastavData;44;13100
DajData/NastavData;44;13000
DajData/NastavData;44;13000
DajData/NastavData;44;13000
Vloz;45;44900
Vloz;46;44100
Vymaz;45;13300
Vloz;46;44000
Vymaz;45;13300
Vloz;46;44200
DajData/NastavData;46;13100
DajData/NastavData;46;13600
DajData/NastavData;46;13000
DajData/NastavData;46;13000
DajData/NastavData;46;13100
Vymaz;45;44200
DajData/NastavData;45;13100
Vloz;46;9700
DajData/NastavData;46;13300
DajData/NastavData;46;13100
DajData/NastavData;46;13000
DajData/NastavData;46;13000
Vloz;47;44900
DajData/NastavData;47;13400
DajData/NastavData;47;13200
Vymaz;46;13700
DajData/NastavData;46;13200
DajData/NastavData;46;13000
DajData/NastavData;46;13000
DajData/NastavData;46;13000
Vloz;47;9400
DajData/NastavData;47;13200
DajData/NastavData;47;13200
DajData/NastavData;47;13100
Vymaz;46;50100
Vloz;47;44900
DajData/NastavData;47;13200
DajData/NastavData;47;13400
Vymaz;46;44000
Vloz;47;9600
DajData/NastavData;47;13000
DajData/NastavData;47;12900
DajData/NastavData;47;12900
Vymaz;46;13500
DajData/NastavData;46;13200
DajData/NastavData;46;13100
DajData/NastavData;46;13000
DajIndex;46;542800
DajIndex;46;531900
DajData/NastavData;46;13000
DajData/NastavData;46;13100
Vymaz;45;44300
DajData/NastavData;45;13200
Vloz;46;9500
DajData/NastavData;46;13200
DajData/NastavData;46;13100
DajData/NastavData;46;17500
Vloz;47;44400
DajIndex;47;547300
DajData/NastavData;47;13300
Vymaz;46;13300
Vloz;47;44300
Vloz;48;9600
Vloz;49;44700
DajData/NastavData;49;13100
DajData/NastavData;49;13000
DajData/NastavData;49;13300
DajData/NastavData;49;13000
Vymaz;48;44500
DajData/NastavData;48;13200
Vloz;49;9600
DajData/NastavData;49;13100
Vymaz;48;44000
DajData/NastavData;48;13200
Vymaz;47;13300
Vymaz;46;44200
DajData/NastavData;46;13300
DajData/NastavData;46;13100
Vymaz;45;13200
Vymaz;44;44600
DajData/NastavData;44;13100
Vloz;45;44400
Vymaz;44;13300
DajData/NastavData;44;13200
Vymaz;43;13400
DajIndex;43;516000
DajData/NastavData;43;13200
Vymaz;42;44200
DajData/NastavData;42;13100
DajData/NastavData;42;13000
DajData/NastavData;42;13000
Vloz;43;44800
DajData/NastavData;43;13100
DajData/NastavData;43;13000
DajData/NastavData;43;13100
Vloz;44;44800
Vloz;45;44500
Vymaz;44;49800
DajData/NastavData;44;13100
DajData/NastavData;44;13200
Vloz;45;44400
Vloz;46;9600
Vymaz;45;13500
DajData/NastavData;45;13300
Vymaz;44;44200
Vloz;45;9700
Vloz;46;44200
Vloz;47;44700
Vloz;48;44200
Vymaz;47;44600
Vymaz;46;44300
DajData/NastavData;46;13300
DajData/NastavData;46;13300
DajIndex;46;555900
DajIndex;46;535100
DajData/NastavData;46;13400
DajData/NastavData;46;13100
Vloz;47;9600
DajIndex;47;556100
DajData/NastavData;47;13400
Vloz;48;44500
Vymaz;47;44200
DajData/NastavData;47;13400
Vloz;48;9600
DajIndex;48;580000
DajData/NastavData;48;13300
DajData/NastavData;48;13000
Vymaz;47;43900
DajData/NastavData;47;13100
DajIndex;47;561200
Vymaz;46;44200
DajIndex;46;534000
DajData/NastavData;46;13200
Vloz;47;9900
DajData/NastavData;47;13300
Vymaz;46;13500
DajData/NastavData;46;13100
DajData/NastavData;46;13200
DajData/NastavData;46;13100
DajData/NastavData;46;13000
Vymaz;45;13500
DajData/NastavData;45;16600
Vymaz;44;13500
DajData/NastavData;44;13100
DajIndex;44;518000
Vymaz;43;78200
DajData/NastavData;43;13900
DajData/NastavData;43;13200
Vloz;44;44400
Vloz;45;44000
DajData/NastavData;45;13200
DajData/NastavData;45;13200
DajIndex;45;522100
DajData/NastavData;45;13500
DajIndex;45;544900
DajData/NastavData;45;13300
DajData/NastavData;45;13000
Vymaz;44;44700
DajData/NastavData;44;13200
DajData/NastavData;44;13200
DajIndex;44;527000
DajData/NastavData;44;13300
DajIndex;44;514100
Vymaz;43;13500
DajData/NastavData;43;13200
Vymaz;42;54200
DajData/NastavData;42;13600
DajData/NastavData;42;13300
DajIndex;42;488600
Vymaz;41;44700
DajIndex;41;600000
Vloz;42;45300
DajData/NastavData;42;13500
Vymaz;41;44200
DajIndex;41;500500
Vloz;42;15500
DajData/NastavData;42;13500
DajData/NastavData;42;13100
DajData/NastavData;42;13000
DajData/NastavData;42;13300
DajData/NastavData;42;13200
Vloz;43;44900
DajData/NastavData;43;13200
Vloz;44;44200
Vymaz;43;44100
DajData/NastavData;43;13100
Vymaz;42;13300
Vloz;43;9600
DajData/NastavData;43;13000
DajIndex;43;676400
DajData/NastavData;43;13900
DajData/NastavData;43;13300
Vymaz;42;13500
DajData/NastavData;42;13200
DajData/NastavData;42;13300
DajData/NastavData;42;13100
Vymaz;41;13500
DajData/NastavData;41;13300
Vloz;42;45100
Vloz;43;44600
Vymaz;42;44600
Vymaz;41;83800
DajIndex;41;477600
DajData/NastavData;41;13200
Vloz;42;44800
DajData/NastavData;42;13200
DajData/NastavData;42;13000
DajData/NastavData;42;13100
DajData/NastavData;42;13000
DajData/NastavData;42;13200
Vloz;43;50000
DajData/NastavData;43;13200
DajData/NastavData;43;13600
DajData/NastavData;43;12800
DajData/NastavData;43;13100
DajIndex;43;505700
DajData/NastavData;43;13300
Vloz;44;44900
Vloz;45;9800
Vymaz;44;43900
Vymaz;43;44200
DajData/NastavData;43;13700
DajData/NastavData;43;27500
DajData/NastavData;43;14900
Vymaz;42;44700
DajData/NastavData;42;13600
Vloz;43;9700
DajData/NastavData;43;13200
Vymaz;42;13600
DajData/NastavData;42;13200
DajData/NastavData;42;13000
Vymaz;41;44500
DajData/NastavData;41;13200
Vloz;42;9400
Vymaz;41;45100
DajData/NastavData;41;13100
DajData/NastavData;41;13200
DajData/NastavData;41;13200
Vloz;42;44700
DajIndex;42;506500
DajIndex;42;494800
DajData/NastavData;42;13200
DajData/NastavData;42;13100
DajData/NastavData;42;13500
Vloz;43;45000
Vymaz;42;44300
DajData/NastavData;42;13200
Vymaz;41;13200
DajIndex;41;481900
DajData/NastavData;41;13100
Vymaz;40;44400
DajData/NastavData;40;13200
Vymaz;39;44400
Vloz;40;45300
DajData/NastavData;40;13200
DajData/NastavData;40;13200
DajData/NastavData;40;13200
DajData/NastavData;40;13100
DajData/NastavData;40;13000
DajData/NastavData;40;13000
DajData/NastavData;40;13100
Vloz;41;44700
DajIndex;41;480500
Vymaz;40;44400
Vloz;41;45000
Vymaz;40;44100
Vloz;41;44800
Vymaz;40;44200
Vloz;41;9700
DajData/NastavData;41;13200
DajData/NastavData;41;13300
DajData/NastavData;41;13100
DajData/NastavData;41;13200
DajData/NastavData;41;13200
DajData/NastavData;41;13000
DajData/NastavData;41;13000
Vymaz;40;43900
Vymaz;39;13400
DajData/NastavData;39;13400
DajData/NastavData;39;12900
DajData/NastavData;39;12900
DajData/NastavData;39;12900
Vymaz;38;13300
Vloz;39;9500
DajData/NastavData;39;13100
DajIndex;39;621700
DajData/NastavData;39;27500
DajData/NastavData;39;13800
Vymaz;38;51900
Vymaz;37;14300
DajData/NastavData;37;14300
DajData/NastavData;37;25200
DajData/NastavData;37;19900
DajData/NastavData;37;20900
DajData/NastavData;37;19500
DajData/NastavData;37;24700
Vymaz;36;45700
Vymaz;35;44000
DajIndex;35;1004000
DajIndex;35;860900
DajIndex;35;530100
Vloz;36;46600
Vloz;37;9800
Vymaz;36;13900
Vloz;37;44900
DajData/NastavData;37;13100
Vymaz;36;44400
DajData/NastavData;36;13400
Vymaz;35;43800
Vymaz;34;13600
DajData/NastavData;34;13200
Vymaz;33;13300
DajIndex;33;407800
DajIndex;33;669200
Vloz;34;76900
DajData/NastavData;34;21800
DajData/NastavData;34;20700
DajIndex;34;601600
Vymaz;33;44900
Vymaz;32;44300
Vymaz;31;44100
DajData/NastavData;31;13200
DajData/NastavData;31;17900
Vymaz;30;14400
DajData/NastavData;30;13100
DajData/NastavData;30;13100
Vymaz;29;44200
DajData/NastavData;29;13000
DajData/NastavData;29;13000
Vymaz;28;44100
Vymaz;27;44100
DajData/NastavData;27;13000
Vloz;28;9700
DajIndex;28;327900
DajIndex;28;343100
DajData/NastavData;28;13300
Vloz;29;45000
Vymaz;28;44000
DajData/NastavData;28;18800
Vymaz;27;13400
Vloz;28;44800
DajData/NastavData;28;13100
Vymaz;27;44800
DajData/NastavData;27;13200
DajData/NastavData;27;13200
DajData/NastavData;27;13000
DajData/NastavData;27;13100
Vymaz;26;44600
Vloz;27;44000
Vymaz;26;49500
DajData/NastavData;26;13200
DajData/NastavData;26;13100
DajData/NastavData;26;13100
DajData/NastavData;26;13100
Vymaz;25;13800
DajIndex;25;291800
DajData/NastavData;25;13100
DajData/NastavData;25;13000
DajData/NastavData;25;13100
Vymaz;24;44700
Vloz;25;44600
Vloz;26;44500
Vymaz;25;44300
Vymaz;24;48500
DajData/NastavData;24;13500
DajData/NastavData;24;13100
DajData/NastavData;24;13000
Vloz;25;44700
Vymaz;24;13400
DajData/NastavData;24;13200
DajIndex;24;281500
DajData/NastavData;24;13500
DajData/NastavData;24;13200
Vloz;25;43900
DajData/NastavData;25;13200
Vymaz;24;44200
DajIndex;24;287700
DajData/NastavData;24;13200
DajData/NastavData;24;13000
Vloz;25;9700
DajData/NastavData;25;13300
DajData/NastavData;25;13000
DajIndex;25;293500
Vloz;26;44700
Vymaz;25;43800
Vloz;26;44800
Vymaz;25;47700
Vymaz;24;49100
DajData/NastavData;24;13300
DajData/NastavData;24;13000
DajData/NastavData;24;13200
DajData/NastavData;24;13000
DajIndex;24;280200
Vymaz;23;44200
DajData/NastavData;23;13200
Vymaz;22;13000
DajData/NastavData;22;13000
DajData/NastavData;22;12900
DajIndex;22;256000
DajIndex;22;260400
DajData/NastavData;22;13200
Vloz;23;9700
DajData/NastavData;23;13100
DajIndex;23;268700
Vloz;24;44800
DajData/NastavData;24;13400
DajData/NastavData;24;13200
Vymaz;23;44400
Vymaz;22;48700
DajIndex;22;258400
Vymaz;21;13400
Vymaz;20;44400
Vymaz;19;44400
DajData/NastavData;19;13300
Vloz;20;9700
Vymaz;19;13600
DajData/NastavData;19;13300
DajData/NastavData;19;13100
Vloz;20;9700
DajData/NastavData;20;13200
Vloz;21;9600
DajData/NastavData;21;13300
Vloz;22;45100
Vymaz;21;43900
DajData/NastavData;21;13400
DajData/NastavData;21;13900
DajData/NastavData;21;13200
Vymaz;20;45100
Vloz;21;44900
Vloz;22;51300
DajData/NastavData;22;13400
Vloz;23;10100
Vloz;24;9700
DajData/NastavData;24;13400
DajIndex;24;279200
Vloz;25;9500
DajData/NastavData;25;13100
DajData/NastavData;25;13100
DajData/NastavData;25;13300
DajData/NastavData;25;13000
DajData/NastavData;25;13100
DajIndex;25;301500
Vloz;26;9800
Vloz;27;44600
DajData/NastavData;27;13200
DajData/NastavData;27;13100
DajData/NastavData;27;12900
Vloz;28;44100
Vloz;29;44000
Vloz;30;9500
DajIndex;30;356900
DajData/NastavData;30;13200
Vloz;31;44500
Vymaz;30;44100
Vymaz;29;43900
DajIndex;29;336200
DajData/NastavData;29;13100
DajData/NastavData;29;13200
DajData/NastavData;29;13100
Vymaz;28;13400
DajData/NastavData;28;13200
DajData/NastavData;28;13000
DajIndex;28;363300
Vloz;29;45300
DajIndex;29;340700
Vloz;30;9900
Vloz;31;9500
Vloz;32;44900
DajIndex;32;391600
DajData/NastavData;32;13200
DajData/NastavData;32;13200
Vloz;33;9500
DajData/NastavData;33;13200
DajData/NastavData;33;13100
Vymaz;32;13700
DajData/NastavData;32;13100
DajData/NastavData;32;13100
Vloz;33;44600
Vloz;34;44100
Vymaz;33;13500
DajIndex;33;758000
DajData/NastavData;33;15900
DajData/NastavData;33;13200
DajData/NastavData;33;13200
Vloz;34;9700
DajIndex;34;406900
DajData/NastavData;34;13300
DajData/NastavData;34;13100
DajData/NastavData;34;13000
Vymaz;33;13500
DajIndex;33;390800
Vymaz;32;49600
DajIndex;32;485200
DajData/NastavData;32;22200
Vymaz;31;55200
DajData/NastavData;31;13900
DajIndex;31;614700
DajData/NastavData;31;21300
DajData/NastavData;31;30500
Vymaz;30;136100
DajData/NastavData;30;21900
DajData/NastavData;30;19900
DajData/NastavData;30;38900
DajData/NastavData;30;40700
DajData/NastavData;30;39100
Vymaz;29;16900
DajData/NastavData;29;13400
DajData/NastavData;29;12900
DajData/NastavData;29;21100
DajData/NastavData;29;19900
Vymaz;28;20400
DajData/NastavData;28;25100
DajData/NastavData;28;23200
DajData/NastavData;28;20300
DajData/NastavData;28;22100
Vymaz;27;22300
DajIndex;27;669700
DajData/NastavData;27;13700
DajData/NastavData;27;13700
DajData/NastavData;27;13200
DajData/NastavData;27;13300
Vloz;28;10200
DajData/NastavData;28;13700
DajIndex;28;370800
Vymaz;27;46800
DajData/NastavData;27;13500
DajData/NastavData;27;13300
DajData/NastavData;27;13100
DajData/NastavData;27;13100
DajData/NastavData;27;13400
DajData/NastavData;27;13100
Vloz;28;45900
DajData/NastavData;28;13500
Vloz;29;44900
Vymaz;28;45000
DajData/NastavData;28;13200
Vymaz;27;13400
DajData/NastavData;27;13000
Vymaz;26;51500
DajIndex;26;357000
Vloz;27;73300
DajData/NastavData;27;13800
Vloz;28;44800
DajIndex;28;329600
Vymaz;27;13500
Vloz;28;46300
DajData/NastavData;28;13600
Vymaz;27;25300
Vloz;28;22600
Vloz;29;66600
Vymaz;28;57700
Vloz;29;16700
DajData/NastavData;29;15100
DajData/NastavData;29;13400
DajData/NastavData;29;13400
DajIndex;29;390500
Vymaz;28;46200
DajIndex;28;424600
Vloz;29;10800
Vymaz;28;45200
DajData/NastavData;28;13700
Vloz;29;45500
DajData/NastavData;29;20200
DajData/NastavData;29;13800
Vymaz;28;44500
DajData/NastavData;28;13200
Vloz;29;45100
DajData/NastavData;29;13200
Vymaz;28;44700
DajData/NastavData;28;13100
DajData/NastavData;28;13000
Vymaz;27;43800
DajData/NastavData;27;13100
DajIndex;27;316100
Vymaz;26;13500
Vymaz;25;44400
DajData/NastavData;25;13300
DajData/NastavData;25;13500
DajData/NastavData;25;13200
DajIndex;25;293100
DajData/NastavData;25;13300
DajData/NastavData;25;13100
Vymaz;24;44400
DajData/NastavData;24;13200
DajData/NastavData;24;13000
Vloz;25;45000
DajData/NastavData;25;13300
DajData/NastavData;25;13500
Vloz;26;9800
Vymaz;25;44400
DajData/NastavData;25;13200
Vloz;26;54100
Vloz;27;44300
Vloz;28;44200
DajData/NastavData;28;13200
DajIndex;28;326500
DajData/NastavData;28;13300
DajIndex;28;326100
DajData/NastavData;28;15000
DajData/NastavData;28;13200
DajData/NastavData;28;13000
Vloz;29;44800
DajData/NastavData;29;13200
Vymaz;28;44200
Vymaz;27;13300
DajData/NastavData;27;13000
DajData/NastavData;27;13100
Vloz;28;43900
DajData/NastavData;28;13200
DajData/NastavData;28;13100
Vymaz;27;13500
Vymaz;26;44700
Vymaz;25;44300
Vymaz;24;44000
DajData/NastavData;24;13400
DajIndex;24;286900
Vloz;25;44400
Vloz;26;9800
DajData/NastavData;26;13100
DajData/NastavData;26;13300
DajData/NastavData;26;13100
Vloz;27;44500
Vloz;28;44500
DajData/NastavData;28;13100
Vloz;29;9600
Vloz;30;9300
Vloz;31;9200
DajData/NastavData;31;13100
DajData/NastavData;31;13200
DajIndex;31;364100
DajData/NastavData;31;13100
Vloz;32;45000
Vymaz;31;44400
DajData/NastavData;31;13100
DajData/NastavData;31;13500
DajIndex;31;470400
Vloz;32;10100
Vloz;33;44700
DajIndex;33;384000
DajData/NastavData;33;13200
DajData/NastavData;33;13300
DajData/NastavData;33;13200
DajData/NastavData;33;13300
DajData/NastavData;33;13200
Vymaz;32;44500
Vloz;33;9800
Vloz;34;44400
Vloz;35;44100
DajData/NastavData;35;13500
DajData/NastavData;35;13100
Vymaz;34;13400
DajData/NastavData;34;13200
Vloz;35;46300
DajData/NastavData;35;13200
Vymaz;34;43900
Vloz;35;44300
Vloz;36;44300
Vymaz;35;44000
DajData/NastavData;35;13500
Vymaz;34;44200
DajData/NastavData;34;13200
Vymaz;33;13500
DajData/NastavData;33;13100
Vloz;34;55800
Vymaz;33;13700
Vloz;34;45200
Vloz;35;9700
Vymaz;34;44300
DajData/NastavData;34;13200
Vloz;35;44000
DajData/NastavData;35;13300
DajData/NastavData;35;13100
DajData/NastavData;35;13100
Vloz;36;9600
Vloz;37;9300
DajData/NastavData;37;13200
DajIndex;37;667200
Vymaz;36;61600
Vymaz;35;13900
DajData/NastavData;35;13100
DajData/NastavData;35;15900
Vymaz;34;45100
DajData/NastavData;34;13300
Vloz;35;45400
DajIndex;35;643200
DajData/NastavData;35;13700
DajData/NastavData;35;13800
Vloz;36;45700
DajData/NastavData;36;14000
Vloz;37;9600
Vymaz;36;44600
Vloz;37;9800
Vymaz;36;13600
Vloz;37;45000
DajIndex;37;432800
Vymaz;36;43800
DajData/NastavData;36;13200
Vymaz;35;44100
Vymaz;34;43700
DajData/NastavData;34;13300
DajIndex;34;399600
Vloz;35;44500
Vloz;36;9600
DajData/NastavData;36;13100
DajData/NastavData;36;12900
DajData/NastavData;36;13100
Vloz;37;44400
Vymaz;36;13300
Vloz;37;44400
Vloz;38;44600
DajData/NastavData;38;13200
DajData/NastavData;38;12800
DajData/NastavData;38;12900
Vymaz;37;13500
DajData/NastavData;37;13100
DajIndex;37;428300
Vloz;38;9800
DajData/NastavData;38;13100
DajIndex;38;441500
DajData/NastavData;38;13300
Vloz;39;44800
DajData/NastavData;39;13200
DajData/NastavData;39;13000
Vymaz;38;13500
DajData/NastavData;38;13100
Vloz;39;44500
DajData/NastavData;39;13100
DajData/NastavData;39;13200
DajData/NastavData;39;13000
Vloz;40;44200
DajData/NastavData;40;18100
Vymaz;39;13400
Vloz;40;44500
DajIndex;40;463900
Vloz;41;44800
DajData/NastavData;41;13200
DajData/NastavData;41;13000
Vymaz;40;18700
Vloz;41;9400
DajData/NastavData;41;12800
DajData/NastavData;41;13100
DajData/NastavData;41;12900
DajData/NastavData;41;13000
Vloz;42;44600
DajData/NastavData;42;13200
DajData/NastavData;42;12900
Vloz;43;44300
DajData/NastavData;43;13100
DajData/NastavData;43;13000
DajData/NastavData;43;13100
DajData/NastavData;43;13000
DajIndex;43;500000
DajData/NastavData;43;13100
Vymaz;42;46100
DajData/NastavData;42;13100
DajData/NastavData;42;13200
DajData/NastavData;42;13000
DajData/NastavData;42;13000
DajData/NastavData;42;13000
Vymaz;41;13400
DajData/NastavData;41;13100
DajData/NastavData;41;13000
DajData/NastavData;41;12900
DajData/NastavData;41;13000
DajData/NastavData;41;13000
DajData/NastavData;41;13100
DajData/NastavData;41;13000
Vloz;42;9500
DajData/NastavData;42;13300
Vloz;43;44800
DajData/NastavData;43;13500
DajData/NastavData;43;13100
Vloz;44;44900
DajData/NastavData;44;13100
DajData/NastavData;44;13000
DajIndex;44;509900
Vloz;45;9500
DajData/NastavData;45;13100
DajData/NastavData;45;13000
Vymaz;44;13400
Vloz;45;9500
DajData/NastavData;45;13100
Vymaz;44;44800
Vloz;45;44400
Vymaz;44;44100
Vymaz;43;13400
DajData/NastavData;43;13000
Vloz;44;44100
DajData/NastavData;44;13500
DajData/NastavData;44;13100
DajIndex;44;513400
DajData/NastavData;44;13400
Vymaz;43;44000
DajData/NastavData;43;13200
DajData/NastavData;43;13200
Vymaz;42;44200
DajIndex;42;495300
DajData/NastavData;42;13200
Vloz;43;9600
Vloz;44;44200
DajIndex;44;515700
DajData/NastavData;44;13100
Vymaz;43;13300
DajIndex;43;499900
Vloz;44;44300
DajData/NastavData;44;13200
DajData/NastavData;44;13100
DajData/NastavData;44;13200
DajData/NastavData;44;13000
DajData/NastavData;44;13100
DajIndex;44;518100
DajIndex;44;511600
Vloz;45;9600
Vloz;46;9500
Vymaz;45;44600
DajIndex;45;522200
Vymaz;44;13400
Vloz;45;9500
Vloz;46;98300
Vloz;47;44900
DajData/NastavData;47;15000
DajIndex;47;545900
DajData/NastavData;47;13200
Vloz;48;9800
Vymaz;47;13600
Vymaz;46;44500
DajData/NastavData;46;13100
DajData/NastavData;46;13200
DajIndex;46;574700
Vymaz;45;44100
DajData/NastavData;45;13300
Vymaz;44;13700
DajData/NastavData;44;13200
DajIndex;44;623100
DajData/NastavData;44;18500
Vymaz;43;48100
Vloz;44;45800
DajIndex;44;552800
DajData/NastavData;44;13300
Vymaz;43;50900
DajIndex;43;498700
Vloz;44;44700
Vymaz;43;43700
DajData/NastavData;43;13100
Vloz;44;50100
Vloz;45;44200
Vloz;46;9600
DajData/NastavData;46;13100
DajData/NastavData;46;13200
Vymaz;45;44600
DajIndex;45;521600
Vymaz;44;44100
DajData/NastavData;44;13100
DajData/NastavData;44;13200
Vloz;45;44500
Vloz;46;43700
DajData/NastavData;46;13000
Vloz;47;9600
