Operacia;PocetPrvkov;TrvanieOperacie
Vymaz;451;43900
Vymaz;450;13300
Vloz;451;44000
Vloz;452;43700
Vloz;453;43800
Vloz;454;9700
Vymaz;453;44700
Vloz;454;9400
Vloz;455;9200
Vymaz;454;44400
Vloz;455;44400
Vymaz;454;43600
Vloz;455;44000
DajIndex;455;5421500
Vloz;456;44600
Vymaz;455;44100
Vloz;456;44300
Vloz;457;9700
Vymaz;456;13500
Vloz;457;9400
Vloz;458;44600
Vloz;459;43900
Vymaz;458;43900
Vloz;459;9600
Vymaz;458;13900
Vloz;459;44000
DajData/NastavData;459;13200
Vloz;460;44700
Vloz;461;44000
Vymaz;460;43600
Vloz;461;44400
Vloz;462;43800
Vloz;463;44100
Vymaz;462;43900
Vymaz;461;44000
Vymaz;460;43300
Vymaz;459;44000
Vloz;460;9500
Vymaz;459;13400
Vloz;460;9600
Vloz;461;45400
Vymaz;460;44200
Vymaz;459;13400
Vymaz;458;44400
Vloz;459;9600
Vloz;460;44300
Vloz;461;43900
Vymaz;460;44400
Vloz;461;44600
Vloz;462;9500
Vymaz;461;13400
Vymaz;460;44000
Vloz;461;44100
Vloz;462;44500
Vloz;463;9500
Vymaz;462;44000
Vloz;463;44500
Vymaz;462;48800
Vloz;463;9500
Vymaz;462;44200
Vymaz;461;43900
Vymaz;460;43700
Vloz;461;44100
Vloz;462;44000
Vymaz;461;13200
DajIndex;461;5747200
DajData/NastavData;461;26700
Vloz;462;83800
Vymaz;461;109200
DajData/NastavData;461;23800
DajData/NastavData;461;34300
Vloz;462;15800
DajIndex;462;6466200
Vymaz;461;46000
Vymaz;460;44000
DajData/NastavData;460;13400
Vymaz;459;44000
Vloz;460;44600
Vloz;461;9800
Vloz;462;44300
Vymaz;461;13500
Vymaz;460;13400
Vloz;461;50600
Vymaz;460;44400
Vloz;461;44300
Vymaz;460;43900
Vloz;461;44300
Vloz;462;44700
Vloz;463;9600
DajIndex;463;5675200
Vloz;464;94800
Vymaz;463;47100
Vloz;464;44500
Vloz;465;44300
Vloz;466;44500
Vymaz;465;13500
Vymaz;464;13200
Vloz;465;44400
Vloz;466;9700
Vloz;467;44900
Vymaz;466;13500
Vloz;467;50600
Vloz;468;43800
Vymaz;467;13500
Vloz;468;44300
Vymaz;467;44500
Vloz;468;9500
Vymaz;467;13300
Vloz;468;9600
Vymaz;467;44300
Vymaz;466;13200
Vloz;467;9700
Vloz;468;44200
Vymaz;467;44000
Vloz;468;44200
Vymaz;467;13400
Vloz;468;44400
Vymaz;467;44000
Vloz;468;9600
Vloz;469;49700
Vymaz;468;44200
Vymaz;467;44300
Vloz;468;44400
Vloz;469;9700
Vymaz;468;44200
Vloz;469;44100
Vymaz;468;44200
Vymaz;467;44500
Vymaz;466;44000
Vymaz;465;13100
Vloz;466;44500
Vloz;467;43700
DajData/NastavData;467;13100
Vymaz;466;13500
DajIndex;466;5572100
Vloz;467;44800
Vymaz;466;44100
Vloz;467;44400
Vloz;468;49800
Vloz;469;10000
DajData/NastavData;469;15800
Vymaz;468;44200
Vymaz;467;13400
Vymaz;466;82200
Vymaz;465;71600
Vloz;466;63800
Vymaz;465;22800
DajIndex;465;7065100
Vloz;466;79000
Vymaz;465;66700
Vymaz;464;65600
Vymaz;463;34600
Vloz;464;31300
Vloz;465;74200
Vloz;466;15800
Vymaz;465;22200
Vloz;466;15700
Vloz;467;73300
Vloz;468;71800
Vymaz;467;72600
Vymaz;466;22300
Vymaz;465;19600
Vloz;466;66800
Vymaz;465;66900
Vymaz;464;24100
Vymaz;463;66700
DajIndex;463;6187500
Vymaz;462;14200
Vymaz;461;44900
DajIndex;461;5358800
Vymaz;460;44300
DajData/NastavData;460;13300
Vymaz;459;43900
Vymaz;458;13200
Vloz;459;10100
Vymaz;458;13400
Vloz;459;45000
Vloz;460;9400
Vymaz;459;44500
Vymaz;458;43900
Vymaz;457;44200
Vymaz;456;43800
Vloz;457;44800
Vloz;458;44300
Vloz;459;9600
Vymaz;458;48100
Vloz;459;44700
DajData/NastavData;459;13200
Vloz;460;9400
Vloz;461;44500
Vloz;462;9500
Vloz;463;44700
Vymaz;462;44000
Vloz;463;9600
Vymaz;462;44500
Vymaz;461;13500
Vymaz;460;44000
Vymaz;459;13300
Vloz;460;44700
Vymaz;459;43900
Vloz;460;9600
Vloz;461;44500
Vymaz;460;44200
Vloz;461;58000
Vloz;462;9500
Vloz;463;9300
Vymaz;462;13600
Vloz;463;44600
Vymaz;462;44100
Vymaz;461;44100
Vymaz;460;13300
Vloz;461;9500
Vloz;462;9400
DajData/NastavData;462;13300
Vloz;463;105500
Vymaz;462;22200
Vymaz;461;21900
Vloz;462;64000
Vymaz;461;109800
DajIndex;461;5460100
Vloz;462;10300
Vloz;463;45100
Vloz;464;9600
Vloz;465;44400
Vloz;466;9600
Vymaz;465;44500
Vloz;466;44200
Vymaz;465;44200
Vymaz;464;44300
Vloz;465;44400
Vymaz;464;43600
Vymaz;463;13300
Vloz;464;44300
Vymaz;463;44400
Vymaz;462;13400
Vymaz;461;44100
Vymaz;460;44300
DajData/NastavData;460;13200
Vymaz;459;44100
Vloz;460;9500
Vymaz;459;44300
Vymaz;458;43900
Vymaz;457;13400
Vymaz;456;47500
Vymaz;455;13300
Vloz;456;44700
Vloz;457;9700
Vloz;458;44500
Vymaz;457;44300
Vymaz;456;13200
Vymaz;455;43900
Vloz;456;44600
Vymaz;455;44100
Vymaz;454;13400
Vymaz;453;44200
Vloz;454;44400
Vloz;455;43900
Vymaz;454;44000
Vloz;455;44100
Vymaz;454;52000
Vymaz;453;95400
Vloz;454;45300
Vymaz;453;13700
Vloz;454;44600
Vloz;455;44200
Vymaz;454;43900
Vymaz;453;44400
Vymaz;452;44100
Vloz;453;44200
Vloz;454;9500
Vymaz;453;44600
Vymaz;452;44000
Vloz;453;9500
Vymaz;452;48000
Vymaz;451;48200
Vymaz;450;13400
Vloz;451;44700
Vymaz;450;43700
Vloz;451;44500
Vloz;452;44500
Vloz;453;9500
Vloz;454;9400
Vymaz;453;13500
Vymaz;452;44200
Vymaz;451;44200
DajData/NastavData;451;13000
Vloz;452;44100
Vymaz;451;13600
DajData/NastavData;451;13000
Vloz;452;9400
Vloz;453;44000
Vloz;454;44000
Vymaz;453;47300
Vloz;454;44600
Vloz;455;44500
Vloz;456;44000
Vymaz;455;44100
Vloz;456;9700
DajIndex;456;5354100
Vymaz;455;45000
Vymaz;454;44100
Vloz;455;9800
Vymaz;454;13400
Vloz;455;13600
Vloz;456;44600
Vymaz;455;13400
Vloz;456;44300
Vymaz;455;13100
Vymaz;454;81200
Vymaz;453;68700
DajIndex;453;5554900
Vloz;454;10700
DajData/NastavData;454;13400
Vloz;455;46100
Vymaz;454;44900
Vloz;455;9800
Vymaz;454;44400
Vloz;455;44400
Vymaz;454;44100
Vloz;455;44200
Vymaz;454;13500
Vymaz;453;44200
Vloz;454;9700
Vymaz;453;13300
Vloz;454;44700
Vloz;455;9500
Vloz;456;9400
Vymaz;455;44100
Vymaz;454;48100
Vymaz;453;13400
Vloz;454;9500
Vymaz;453;44100
Vloz;454;44600
Vymaz;453;43900
Vloz;454;9500
DajIndex;454;5249500
Vymaz;453;13500
Vloz;454;9600
Vloz;455;9400
Vloz;456;44500
Vymaz;455;43900
Vloz;456;9400
Vloz;457;52700
Vymaz;456;44200
Vymaz;455;44100
DajIndex;455;5433800
Vloz;456;10400
Vloz;457;44600
Vymaz;456;13400
Vloz;457;44800
Vymaz;456;13400
DajData/NastavData;456;13200
DajData/NastavData;456;14800
Vloz;457;47200
Vymaz;456;51500
Vloz;457;45000
Vymaz;456;43900
Vloz;457;43900
Vloz;458;44400
DajData/NastavData;458;13100
Vymaz;457;44400
Vloz;458;9600
Vymaz;457;13400
Vloz;458;44300
DajData/NastavData;458;13200
Vloz;459;44100
Vloz;460;44600
Vloz;461;44300
Vymaz;460;45800
DajIndex;460;5320500
Vloz;461;44500
Vymaz;460;44100
Vloz;461;44300
Vloz;462;43900
Vloz;463;44500
Vloz;464;44300
Vloz;465;43900
Vloz;466;43900
Vymaz;465;13300
Vymaz;464;44500
DajIndex;464;5356000
Vymaz;463;45000
DajData/NastavData;463;13100
Vloz;464;9700
Vloz;465;45100
Vymaz;464;43500
Vloz;465;44300
Vloz;466;44000
Vloz;467;44100
Vloz;468;9600
Vymaz;467;16400
Vymaz;466;44400
Vloz;467;9800
Vymaz;466;44200
Vymaz;465;43900
Vloz;466;44200
Vymaz;465;43700
Vloz;466;44600
Vloz;467;44600
Vloz;468;9500
Vloz;469;44400
DajIndex;469;5512600
Vloz;470;45300
Vloz;471;9800
Vymaz;470;44100
Vymaz;469;43900
Vloz;470;44300
Vymaz;469;44000
Vymaz;468;44000
DajIndex;468;5432500
Vloz;469;45300
Vymaz;468;44400
Vymaz;467;44100
Vymaz;466;44200
Vloz;467;9800
Vloz;468;44900
Vymaz;467;44400
Vloz;468;44700
Vloz;469;9700
Vymaz;468;44500
Vymaz;467;13500
Vloz;468;44800
Vloz;469;9600
DajIndex;469;5455200
Vloz;470;10000
Vymaz;469;44300
Vloz;470;44400
Vymaz;469;44500
Vloz;470;44600
Vloz;471;44200
Vymaz;470;44100
Vymaz;469;13400
Vymaz;468;45900
Vloz;469;9600
Vloz;470;44600
Vloz;471;9500
Vloz;472;44600
DajData/NastavData;472;13200
Vymaz;471;13600
Vymaz;470;44100
Vloz;471;44400
Vymaz;470;44300
Vymaz;469;43800
Vloz;470;9600
Vymaz;469;13500
Vymaz;468;13400
Vloz;469;44300
Vloz;470;43900
Vymaz;469;13200
Vloz;470;9500
Vloz;471;44700
Vymaz;470;13400
Vloz;471;49600
Vloz;472;45100
DajData/NastavData;472;13400
Vloz;473;9500
DajData/NastavData;473;13200
Vymaz;472;44600
Vymaz;471;44600
Vloz;472;44400
Vloz;473;44100
Vloz;474;44100
Vymaz;473;44100
Vloz;474;9400
Vymaz;473;44700
Vymaz;472;43800
Vymaz;471;13300
Vloz;472;9700
Vloz;473;46300
Vymaz;472;13400
Vymaz;471;44400
Vloz;472;9600
Vymaz;471;44300
Vymaz;470;44000
Vloz;471;44700
Vymaz;470;44200
Vymaz;469;13300
Vymaz;468;44100
Vymaz;467;44200
Vymaz;466;43900
Vymaz;465;13400
Vymaz;464;44500
Vymaz;463;13400
DajData/NastavData;463;13200
Vloz;464;44400
Vymaz;463;47600
Vymaz;462;27200
Vloz;463;45300
Vymaz;462;17500
Vloz;463;10100
Vymaz;462;44300
Vloz;463;44300
Vymaz;462;13300
Vloz;463;44600
Vymaz;462;13200
DajIndex;462;5351900
Vymaz;461;46000
Vymaz;460;44300
Vloz;461;9700
Vymaz;460;44300
Vymaz;459;44200
Vymaz;458;13400
Vymaz;457;13400
Vloz;458;9800
DajIndex;458;5349000
Vymaz;457;45300
Vymaz;456;44000
DajData/NastavData;456;13100
Vloz;457;51200
Vloz;458;44800
Vymaz;457;44000
Vymaz;456;43900
Vloz;457;44500
Vymaz;456;43900
Vymaz;455;44300
Vloz;456;9800
Vloz;457;45000
Vloz;458;9600
Vymaz;457;13700
Vloz;458;44800
Vymaz;457;44100
Vymaz;456;43900
Vloz;457;45000
Vymaz;456;44000
Vymaz;455;46000
Vymaz;454;13500
Vymaz;453;44400
Vloz;454;9500
DajData/NastavData;454;12900
Vloz;455;44300
Vloz;456;44300
Vloz;457;43900
Vymaz;456;13200
Vymaz;455;44200
Vymaz;454;13400
Vymaz;453;44100
Vymaz;452;44000
Vymaz;451;13300
Vloz;452;9700
Vymaz;451;44300
Vymaz;450;43600
Vymaz;449;13500
DajIndex;449;5201000
Vloz;450;11000
Vymaz;449;14100
Vloz;450;44300
Vloz;451;9600
Vymaz;450;44200
Vymaz;449;44500
Vloz;450;9700
Vymaz;449;13400
Vloz;450;44200
Vymaz;449;44000
Vloz;450;44700
Vloz;451;44500
Vloz;452;44100
Vymaz;451;13300
Vloz;452;44100
Vloz;453;44000
Vymaz;452;44200
Vymaz;451;43900
Vymaz;450;13300
Vloz;451;9600
Vloz;452;9400
Vloz;453;44400
Vloz;454;44100
DajData/NastavData;454;13300
Vloz;455;44700
Vloz;456;44200
Vloz;457;9700
DajIndex;457;5302100
Vloz;458;9800
Vloz;459;44400
Vloz;460;9600
Vymaz;459;44400
Vymaz;458;44300
Vymaz;457;43600
Vymaz;456;43900
Vymaz;455;13300
Vloz;456;9500
Vloz;457;44300
Vymaz;456;44000
Vloz;457;9700
Vloz;458;9400
Vloz;459;44200
Vloz;460;44500
Vloz;461;43900
Vymaz;460;44400
Vloz;461;44200
Vloz;462;44100
Vymaz;461;47300
Vymaz;460;43900
Vymaz;459;13500
Vymaz;458;13400
Vymaz;457;44200
Vymaz;456;44000
Vloz;457;44200
DajIndex;457;5294800
Vloz;458;58500
Vymaz;457;44200
Vloz;458;9700
Vloz;459;44200
Vymaz;458;13400
Vloz;459;44500
Vloz;460;43900
Vymaz;459;44500
Vloz;460;44100
Vloz;461;44000
Vymaz;460;13400
Vloz;461;44400
Vloz;462;44000
Vloz;463;44300
Vloz;464;9400
Vymaz;463;13500
Vymaz;462;43700
Vymaz;461;46300
Vymaz;460;44100
Vloz;461;44500
Vloz;462;44500
Vloz;463;43800
Vloz;464;43700
Vloz;465;9600
Vloz;466;44400
Vloz;467;9600
DajIndex;467;5382900
Vymaz;466;43800
Vymaz;465;44300
Vloz;466;44100
DajData/NastavData;466;13000
Vymaz;465;44400
Vloz;466;9500
DajIndex;466;5396800
Vymaz;465;44000
Vymaz;464;43900
Vymaz;463;45800
DajIndex;463;5381800
Vymaz;462;44100
Vymaz;461;43900
Vloz;462;9500
Vymaz;461;13300
Vloz;462;44800
Vymaz;461;13100
Vloz;462;44400
DajIndex;462;5357600
Vloz;463;44900
DajData/NastavData;463;13100
Vloz;464;9500
DajData/NastavData;464;13000
Vymaz;463;44400
Vloz;464;44200
Vloz;465;9600
Vymaz;464;44100
Vymaz;463;43700
Vloz;464;44300
Vymaz;463;13300
DajData/NastavData;463;13200
Vymaz;462;44200
Vloz;463;46200
Vymaz;462;13400
Vloz;463;9600
Vloz;464;44700
Vloz;465;44400
Vymaz;464;44300
Vloz;465;9500
Vloz;466;9300
DajIndex;466;5373700
Vymaz;465;43700
Vymaz;464;13400
Vloz;465;9600
Vloz;466;9200
DajIndex;466;1139800
Vloz;467;44400
Vloz;468;44000
Vymaz;467;44000
Vloz;468;43900
Vloz;469;9400
Vymaz;468;44400
Vloz;469;44000
Vloz;470;44600
Vymaz;469;44000
Vymaz;468;43700
Vymaz;467;43700
Vymaz;466;43700
Vymaz;465;13400
Vloz;466;52000
DajData/NastavData;466;13200
Vloz;467;44500
Vymaz;466;44200
Vymaz;465;43600
Vymaz;464;43800
Vloz;465;9400
Vloz;466;44400
Vymaz;465;43500
Vymaz;464;43400
Vloz;465;43900
Vymaz;464;43800
Vymaz;463;44300
DajIndex;463;5353100
Vloz;464;9600
Vloz;465;44600
Vymaz;464;43800
Vloz;465;44000
DajData/NastavData;465;13100
Vymaz;464;13300
Vloz;465;44600
Vymaz;464;43900
Vymaz;463;13200
Vymaz;462;44500
Vloz;463;44300
DajData/NastavData;463;13200
Vymaz;462;44100
Vymaz;461;45700
Vymaz;460;13400
Vymaz;459;43900
Vloz;460;44000
Vymaz;459;43600
Vymaz;458;44000
Vloz;459;9500
Vloz;460;44300
Vloz;461;9500
Vloz;462;44700
Vymaz;461;13300
Vloz;462;44200
Vloz;463;44000
Vloz;464;43700
DajIndex;464;5358400
Vloz;465;48700
Vloz;466;44900
Vymaz;465;14200
Vymaz;464;13300
DajIndex;464;5391400
Vymaz;463;44200
Vloz;464;46700
Vloz;465;15000
Vloz;466;62900
Vloz;467;62400
Vymaz;466;45000
DajData/NastavData;466;13600
DajData/NastavData;466;13100
Vloz;467;19400
Vloz;468;50000
Vymaz;467;44600
DajIndex;467;8356900
Vymaz;466;46300
Vloz;467;10100
Vloz;468;44900
Vloz;469;9600
Vloz;470;45100
Vloz;471;44700
Vymaz;470;43800
Vymaz;469;43800
Vloz;470;44300
Vloz;471;9600
Vloz;472;44400
Vloz;473;9600
Vymaz;472;44600
Vymaz;471;13500
Vloz;472;44400
Vymaz;471;13400
Vloz;472;43800
Vymaz;471;44000
DajIndex;471;5596000
Vloz;472;46300
Vymaz;471;13500
Vymaz;470;46100
Vloz;471;9600
DajIndex;471;7097800
Vloz;472;77500
Vloz;473;73600
Vloz;474;71500
Vymaz;473;22800
Vymaz;472;68900
Vloz;473;67400
DajIndex;473;9076700
Vloz;474;47000
Vymaz;473;45100
Vymaz;472;44500
Vymaz;471;43700
Vloz;472;44400
Vymaz;471;13600
Vymaz;470;13200
Vymaz;469;13200
Vymaz;468;13100
Vymaz;467;43800
DajIndex;467;5562200
DajIndex;467;5561500
Vymaz;466;44800
Vloz;467;10700
Vymaz;466;35200
Vloz;467;18900
Vymaz;466;69100
Vymaz;465;83900
Vymaz;464;33700
Vymaz;463;101400
Vymaz;462;47300
Vloz;463;67600
Vymaz;462;51100
Vloz;463;44900
DajData/NastavData;463;13100
Vloz;464;44600
Vymaz;463;44100
Vymaz;462;44600
Vymaz;461;44400
Vymaz;460;44300
DajData/NastavData;460;13200
Vloz;461;9600
Vymaz;460;13600
Vymaz;459;44200
Vymaz;458;44400
Vymaz;457;43800
Vymaz;456;43800
Vloz;457;44300
Vymaz;456;43800
Vymaz;455;18700
Vloz;456;9700
Vymaz;455;43800
Vymaz;454;53500
Vymaz;453;13500
Vloz;454;44900
Vymaz;453;43800
Vloz;454;9500
Vloz;455;9400
DajIndex;455;5399900
Vloz;456;45800
Vloz;457;9700
Vloz;458;44300
Vloz;459;9700
Vymaz;458;44500
Vloz;459;44200
Vloz;460;44300
Vloz;461;9500
Vymaz;460;13400
Vymaz;459;13200
Vymaz;458;13300
Vymaz;457;44400
Vymaz;456;44100
Vloz;457;9600
Vymaz;456;44400
Vymaz;455;13500
Vymaz;454;43800
Vymaz;453;44100
DajIndex;453;5252400
Vymaz;452;13600
Vymaz;451;44600
Vloz;452;44300
Vloz;453;9600
DajIndex;453;5780700
Vymaz;452;46000
Vymaz;451;13600
DajIndex;451;5300900
Vloz;452;45600
Vymaz;451;44300
Vloz;452;44700
Vymaz;451;81800
DajData/NastavData;451;40300
Vloz;452;99800
Vloz;453;45500
Vymaz;452;13800
Vymaz;451;13400
Vloz;452;44100
Vymaz;451;13400
Vymaz;450;44000
Vloz;451;44200
Vloz;452;9700
Vymaz;451;44400
Vymaz;450;50300
Vloz;451;44600
Vymaz;450;43900
Vymaz;449;44000
Vymaz;448;44000
Vloz;449;44500
Vymaz;448;44100
Vloz;449;9500
Vymaz;448;13400
Vymaz;447;44300
Vymaz;446;44000
Vloz;447;9400
Vloz;448;44700
Vymaz;447;43800
Vymaz;446;43700
DajData/NastavData;446;13100
Vloz;447;48900
Vymaz;446;48400
Vymaz;445;13500
Vymaz;444;44000
Vloz;445;9600
Vloz;446;9400
Vymaz;445;13400
Vymaz;444;43500
Vloz;445;44100
Vloz;446;9400
Vloz;447;44100
DajIndex;447;5573900
Vloz;448;46200
Vymaz;447;44900
DajData/NastavData;447;13200
DajIndex;447;5347300
Vloz;448;45200
Vloz;449;44100
Vymaz;448;44100
Vymaz;447;13700
Vloz;448;9800
Vymaz;447;13500
Vymaz;446;13300
Vloz;447;9600
Vymaz;446;44200
Vloz;447;44400
Vymaz;446;44000
Vymaz;445;13400
Vloz;446;9400
Vymaz;445;13400
Vloz;446;9500
Vloz;447;44600
Vymaz;446;43900
Vloz;447;9500
Vloz;448;44000
Vymaz;447;43700
Vymaz;446;43800
Vloz;447;9600
Vymaz;446;50000
DajIndex;446;5378300
Vymaz;445;13800
Vloz;446;9600
Vymaz;445;44100
Vloz;446;9500
Vymaz;445;13400
Vloz;446;9400
Vloz;447;47900
Vloz;448;44100
Vymaz;447;44300
Vloz;448;9500
Vloz;449;10100
Vloz;450;9300
Vymaz;449;44100
Vloz;450;9500
Vloz;451;9200
Vymaz;450;13600
DajIndex;450;5383400
Vymaz;449;44300
Vloz;450;44600
Vymaz;449;13400
DajData/NastavData;449;13200
Vymaz;448;13300
Vloz;449;44800
Vloz;450;47400
Vloz;451;44500
Vloz;452;9600
Vymaz;451;44000
Vloz;452;44100
Vloz;453;44600
Vymaz;452;44200
Vloz;453;44200
Vymaz;452;44000
DajIndex;452;5355600
Vloz;453;47100
Vymaz;452;44100
Vloz;453;9800
Vloz;454;44400
Vloz;455;44100
DajIndex;455;5486700
Vymaz;454;44300
Vloz;455;44400
Vloz;456;47300
Vymaz;455;44100
Vloz;456;44200
Vymaz;455;44200
Vloz;456;43800
Vloz;457;9700
Vymaz;456;44300
Vloz;457;44200
Vloz;458;44100
Vymaz;457;13400
Vymaz;456;44000
Vymaz;455;43900
Vloz;456;9700
Vloz;457;44000
Vloz;458;44000
Vloz;459;44200
Vymaz;458;13600
Vymaz;457;13100
Vymaz;456;43800
Vloz;457;44500
Vloz;458;44100
Vymaz;457;44100
Vymaz;456;44300
Vloz;457;44200
Vloz;458;44200
Vloz;459;44100
Vloz;460;44300
Vloz;461;43800
Vymaz;460;13400
Vloz;461;43800
Vloz;462;43900
Vloz;463;49000
Vymaz;462;13200
Vloz;463;9500
Vymaz;462;44500
Vloz;463;44100
Vloz;464;9500
Vloz;465;44200
Vymaz;464;13300
Vloz;465;9400
Vloz;466;9300
Vloz;467;44600
Vymaz;466;44700
Vloz;467;9600
Vloz;468;44600
Vymaz;467;44200
DajIndex;467;5658500
DajData/NastavData;467;13300
Vymaz;466;13500
Vymaz;465;44300
Vloz;466;9800
Vymaz;465;13500
Vloz;466;9500
Vloz;467;44800
DajData/NastavData;467;13200
Vymaz;466;43900
Vloz;467;44100
Vymaz;466;45100
Vymaz;465;44000
DajIndex;465;5479100
Vymaz;464;13200
Vloz;465;44600
Vymaz;464;13500
Vymaz;463;44100
Vymaz;462;13200
Vloz;463;44600
Vymaz;462;44500
DajData/NastavData;462;13200
Vymaz;461;44100
Vloz;462;9500
Vymaz;461;44200
DajIndex;461;5575300
Vymaz;460;44500
Vloz;461;54000
Vloz;462;44800
Vloz;463;9700
Vloz;464;44300
Vymaz;463;13500
Vymaz;462;47600
Vymaz;461;13500
Vymaz;460;44400
Vloz;461;44500
Vymaz;460;44100
Vymaz;459;13300
Vymaz;458;13200
DajData/NastavData;458;13200
Vymaz;457;44600
Vloz;458;9500
Vloz;459;44900
Vymaz;458;13200
Vymaz;457;44900
Vymaz;456;44200
Vymaz;455;13500
Vymaz;454;44100
Vymaz;453;44000
Vymaz;452;44100
Vloz;453;44100
DajData/NastavData;453;13300
Vymaz;452;44000
Vymaz;451;43900
Vymaz;450;44400
Vloz;451;44500
Vloz;452;9800
Vloz;453;9400
Vloz;454;9400
Vloz;455;44500
Vloz;456;44600
Vloz;457;9500
Vloz;458;44700
Vymaz;457;44500
Vloz;458;43800
Vloz;459;44200
Vloz;460;44000
Vymaz;459;44000
Vymaz;458;13400
Vymaz;457;13500
Vymaz;456;44700
Vymaz;455;44000
Vymaz;454;44300
Vymaz;453;44100
Vymaz;452;13400
Vymaz;451;13500
Vymaz;450;44600
Vymaz;449;43800
Vloz;450;10700
Vymaz;449;13600
Vymaz;448;13300
Vymaz;447;44100
DajData/NastavData;447;14300
Vloz;448;9900
Vloz;449;9500
Vloz;450;44600
Vymaz;449;44400
Vloz;450;9700
DajData/NastavData;450;13100
Vymaz;449;13400
Vloz;450;44800
Vymaz;449;43900
Vloz;450;44700
Vymaz;449;44200
Vloz;450;9800
Vloz;451;9400
Vymaz;450;13500
Vymaz;449;18200
Vloz;450;45100
Vymaz;449;16900
DajData/NastavData;449;13000
Vloz;450;9500
Vloz;451;9400
Vymaz;450;44500
Vymaz;449;13300
Vloz;450;44500
Vymaz;449;44400
Vymaz;448;13400
Vymaz;447;13100
Vymaz;446;13300
Vloz;447;44800
Vloz;448;44700
Vloz;449;44300
Vloz;450;44200
DajIndex;450;5425600
Vloz;451;44700
Vymaz;450;44400
Vymaz;449;44000
Vloz;450;44600
Vymaz;449;43900
Vloz;450;44100
Vymaz;449;43800
Vloz;450;44700
Vymaz;449;43900
Vloz;450;11200
Vloz;451;9700
DajData/NastavData;451;13200
Vymaz;450;44600
Vloz;451;44600
Vymaz;450;43900
Vymaz;449;44100
Vloz;450;9600
Vloz;451;9400
Vloz;452;44400
Vloz;453;44100
Vymaz;452;13300
Vymaz;451;13400
Vloz;452;44500
Vymaz;451;44100
Vloz;452;44400
Vymaz;451;44300
Vymaz;450;48500
Vymaz;449;44200
DajData/NastavData;449;13400
Vymaz;448;44300
Vymaz;447;13300
Vloz;448;44700
Vymaz;447;13400
Vymaz;446;43900
Vymaz;445;44200
Vymaz;444;43600
DajIndex;444;5298700
Vloz;445;9800
Vymaz;444;44300
Vloz;445;45000
Vloz;446;44400
Vymaz;445;44100
DajData/NastavData;445;13200
Vloz;446;44300
DajIndex;446;5354100
Vymaz;445;44400
Vloz;446;44300
Vloz;447;44500
DajIndex;447;5338600
Vymaz;446;44300
Vymaz;445;44700
DajIndex;445;5346200
Vymaz;444;13700
Vymaz;443;13200
Vloz;444;49700
Vloz;445;44200
Vloz;446;9600
Vloz;447;44200
Vloz;448;43800
Vloz;449;9400
Vloz;450;9300
Vloz;451;44300
Vloz;452;9700
Vloz;453;9300
Vymaz;452;44600
Vymaz;451;44000
Vloz;452;44300
Vymaz;451;43600
Vymaz;450;43800
Vymaz;449;13400
Vloz;450;44400
Vymaz;449;44400
Vymaz;448;15700
Vloz;449;44800
Vymaz;448;48000
Vloz;449;9800
DajData/NastavData;449;13300
Vymaz;448;13500
Vloz;449;9600
Vymaz;448;13500
Vloz;449;44600
Vymaz;448;13400
Vloz;449;44900
Vloz;450;44400
Vloz;451;44000
Vloz;452;43900
Vloz;453;44300
Vymaz;452;44500
Vymaz;451;43900
Vloz;452;9900
Vloz;453;9400
Vymaz;452;44200
Vymaz;451;13500
Vymaz;450;43900
Vymaz;449;13200
Vymaz;448;44000
Vymaz;447;13400
DajData/NastavData;447;13200
Vloz;448;44500
Vymaz;447;44100
Vymaz;446;43800
Vymaz;445;13200
Vloz;446;44500
Vloz;447;9900
Vymaz;446;44400
Vymaz;445;43700
Vloz;446;9500
Vymaz;445;62600
Vymaz;444;44600
Vloz;445;9600
Vymaz;444;13400
Vymaz;443;44600
Vymaz;442;43500
Vymaz;441;44200
Vloz;442;44300
Vloz;443;9500
Vloz;444;44900
Vymaz;443;44500
DajData/NastavData;443;13100
Vymaz;442;44200
Vymaz;441;44000
Vymaz;440;13500
Vloz;441;44600
Vymaz;440;54200
Vloz;441;10300
Vymaz;440;44100
DajIndex;440;5380400
Vymaz;439;45000
Vymaz;438;13400
DajIndex;438;5172200
DajIndex;438;5468600
DajData/NastavData;438;13900
Vymaz;437;44600
DajIndex;437;5224600
Vymaz;436;14000
Vloz;437;45100
Vymaz;436;44400
Vloz;437;44700
Vymaz;436;13300
Vymaz;435;44100
Vymaz;434;13300
Vymaz;433;43700
DajData/NastavData;433;13300
Vymaz;432;44100
Vymaz;431;13400
Vloz;432;44400
Vymaz;431;43800
Vymaz;430;13300
Vloz;431;9700
Vymaz;430;13300
Vloz;431;45200
Vloz;432;44000
Vloz;433;43800
Vloz;434;44400
DajData/NastavData;434;13100
Vloz;435;9900
Vymaz;434;44400
Vymaz;433;44300
Vloz;434;9500
Vymaz;433;13400
Vloz;434;44400
Vloz;435;9600
Vloz;436;9400
DajData/NastavData;436;13100
Vloz;437;43800
Vymaz;436;44400
Vymaz;435;44500
Vymaz;434;43900
Vymaz;433;43900
Vloz;434;9700
Vymaz;433;43900
Vloz;434;43900
Vloz;435;54200
Vymaz;434;75100
Vloz;435;44900
Vymaz;434;13400
Vloz;435;48300
Vloz;436;44200
Vymaz;435;13700
